steering_angle,throttle,brake,distance_to_object,position_x,position_y,position_z,rotation_yaw,rotation_pitch,rotation_roll,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,lidar_mean_distance,radar_mean_distance,radar_mean_velocity,depth_mean,speed_kmh
-0.002781713,0.0,1.0,0.003348925,25.74007988,187.5645294,0.221678123,-179.8470764,-3.42e-05,-6.1e-05,-5.23e-06,1.05e-05,9.81000042,1.22e-07,-7.02e-08,2.71e-12,3.135851622,8.02318223,0.00806299,15.912027,1.04e-07
0.51141268,0.397446841,0.0,0.436051458,187.5085144,299.5927734,0.220725164,124.4245224,-0.013243736,-0.411804169,-1.102790833,10.723032,9.741043091,0.008633498,0.010904536,1.280035019,4.438848495,10.6814864,-7.236824153,11.676024,28.92971942
-0.00062201,0.0,1.0,0.003348963,158.7101288,187.6229706,0.221678197,-179.9489441,1.37e-05,-6.1e-05,2.34e-06,1.05e-05,9.81000042,-6.62e-07,4.09e-07,1.11e-10,1.974489093,1.695378145,0.079128008,15.319373,1.04e-05
0.001213868,0.0,1.0,0.003797446,193.6903992,266.324646,0.221913442,-90.03544617,-0.040100038,2.85e-05,-0.016871963,-1.11e-05,9.818789482,8.91e-06,-0.004248174,-4.73e-08,1.819886088,2.284693343,-0.001963794,10.892494,0.00060431
0.004826108,0.0,1.0,0.003363034,113.8183975,240.9149933,0.221685514,-0.201690674,-0.001284075,-3.05e-05,-0.005219432,-1.24e-05,9.810352325,1.75e-06,-0.000144601,-8.67e-09,2.392595291,2.854703258,-2.03e-06,14.507088,2.19e-05
-0.002781713,0.0,1.0,0.003352242,25.74007988,187.5645294,0.221678123,-179.8470764,-3.42e-05,-6.1e-05,-5.23e-06,1.05e-05,9.81000042,2.41e-07,-1.53e-07,3.27e-11,3.242869139,5.399024569,3.61e-08,17.057692,5.16e-07
0.0,0.0,1.0,0.003577613,75.94406891,302.539856,0.221791714,-179.9833374,-0.019322604,-6.1e-05,-0.003307502,1.05e-05,9.809999466,0.0,0.0,0.0,2.429632902,2.709235419,0.0,11.218287,0.0
-0.002781713,0.0,1.0,0.003349737,25.74007988,187.5645294,0.221678123,-179.8470764,-3.42e-05,-6.1e-05,-5.23e-06,1.05e-05,9.81000042,1.18e-07,-5.05e-08,3.52e-12,2.687736988,9.480518691,1.78e-08,15.586969,1.38e-07
-0.000264094,0.399109155,0.0,0.003678073,77.43332672,240.8862305,0.221842349,0.088929877,0.000280038,0.000592257,0.065032341,-0.010202274,9.8094244,7.04e-05,-0.000290086,-0.001523972,1.818482876,7.332505026,-6.87597325,10.888751,29.06680987
0.0,0.0,1.0,0.003513547,170.6988678,240.94664,0.221762344,0.03262924,-0.015163019,-6.1e-05,-0.002596885,1.05e-05,9.81000042,0.0,0.0,0.0,2.46368742,11.62143647,0.0,14.465883,0.0
0.000439827,0.0,1.0,0.003349135,162.7439575,236.936615,0.22167854,179.9507294,-3.42e-05,-6.1e-05,-5.23e-06,1.05e-05,9.81000042,-3.69e-07,1.36e-08,-1.89e-11,2.479631662,4.001266448,0.826148755,15.5549,4.46e-07
0.0,0.374050587,0.0,0.003989878,189.6914673,264.8427734,0.221998394,90.04875946,-0.026303057,-0.000305174,-2.67449522,0.007324696,9.80109787,-2.52e-05,0.000417232,0.000242633,1.748431325,14.55333982,-9.795999526,12.913629,38.43840149
0.012307358,0.0,1.0,0.003351167,146.1122131,236.9118042,0.221678957,-179.3127289,-9.56e-05,-6.1e-05,-1.57e-05,1.05e-05,9.81000042,-2.8e-09,8.48e-09,1.07e-12,3.07218504,4.641298675,2.51e-08,13.624016,2.75e-07
0.0,0.0,1.0,0.003513547,170.6988678,240.94664,0.221762344,0.03262924,-0.015163019,-6.1e-05,-0.002596885,1.05e-05,9.81000042,0.0,0.0,0.0,2.31964922,10.96307182,0.0,14.465681,0.0
-0.00918443,0.850000024,0.0,0.002961709,-7.324328899,292.6643982,0.221494362,88.83777618,0.061376076,0.007098485,5.374215126,-0.129635811,9.805160522,7.03e-05,-0.00089125,-0.031646106,2.403829336,8.851990208,-6.319920788,12.943289,26.95376593
-0.000367036,0.270079374,0.0,0.003663069,164.0511169,302.5295105,0.221835434,-179.9944305,0.001468491,0.00058951,-0.664750397,-0.02003634,9.811501503,5.12e-05,0.001225834,-0.001460029,2.250124931,4.459323063,-7.002020404,11.559971,29.14150664
0.0,0.0,1.0,0.00335368,16.99258423,306.5595703,0.221678004,-0.0769348,5.46e-05,-6.1e-05,9.36e-06,1.05e-05,9.81000042,0.0,0.0,0.0,2.489053249,3.148501048,5.15e-10,13.026856,0.0
0.0,0.0,1.0,0.003513547,170.6988678,240.94664,0.221762344,0.03262924,-0.015163019,-6.1e-05,-0.002596885,1.05e-05,9.81000042,0.0,0.0,0.0,2.884768009,12.50683641,0.0,14.465652,0.0
0.002870819,0.0,1.0,0.003371106,193.7059937,213.9605865,0.221691281,-90.23891449,-0.002199321,-6.1e-05,-0.010376144,-3.12e-05,9.810625076,1.33e-06,-0.000244657,-7.79e-09,3.201533079,4.229306824,-7.64e-07,15.409125,3.53e-05
0.293224096,0.561975777,0.0,0.004039133,189.0538483,296.4233398,0.221068829,99.12368774,-0.020538379,-0.173736587,-1.638110638,5.113111973,9.754940987,0.0133435,0.001665663,0.571769416,2.355179548,7.563922145,-6.888240402,11.8683195,28.30388326
